r_l_VM,Time
0.995023934,322.9397597
0.983427041,323.3329729
0.922235784,323.726186
0.827515589,324.1193992
0.710021015,324.5126123
0.572477988,324.9058255
0.416864213,325.2990386
0.246867931,325.6922517
0.06940898,326.0854649
-0.109176127,326.478678
-0.289417604,326.8718912
-0.46979653,327.2651043
-0.636685445,327.6583174
-0.780657954,328.0515306
-0.897277559,328.4447437
-0.984138355,328.8379569
-1.042224479,329.23117
-1.074505147,329.6243831
-1.085751829,330.0175963
-1.076780308,330.4108094
-1.044655384,330.8040226
-0.997562637,331.1972357
-0.946880737,331.5904489
-0.90034235,331.983662
-0.862504052,332.3768751
-0.828398367,332.7700883
-0.784950672,333.1633014
-0.722148471,333.5565146
-0.635318948,333.9497277
-0.525968976,334.3429408
-0.399854906,334.736154
-0.261020508,335.1293671
-0.113138395,335.5225803
0.039419088,335.9157934
0.19156202,336.3090065
0.337735303,336.7022197
0.472308735,337.0954328
0.58945176,337.488646
0.68891235,337.8818591
0.779393762,338.2750723
0.864146734,338.6682854
0.925818796,339.0614985
0.94881784,339.4547117
0.934797682,339.8479248
0.88823317,340.241138
0.81717571,340.6343511
0.72843511,341.0275642
0.617740843,341.4207774
0.485305826,341.8139905
0.335324836,342.2072037
0.172503244,342.6004168
-0.000110527,342.9936299
-0.180753486,343.3868431
-0.358798114,343.7800562
-0.51306953,344.1732694
-0.628360905,344.5664825
-0.699003259,344.9596957
-0.724710584,345.3529088
-0.705076529,345.7461219
-0.64012454,346.1393351
-0.532374774,346.5325482
-0.386422039,346.9257614
-0.207581493,347.3189745
0.003515433,347.7121876
0.222042617,348.1054008
0.41438117,348.4986139
0.57416356,348.8918271
0.708300469,349.2850402
0.824051967,349.6782533
0.914514903,350.0714665
0.959353001,350.4646796
0.945570639,350.8578928
0.875455348,351.2511059
0.765058351,351.6443191
0.633162578,352.0375322
0.498088603,352.4307453
0.378582441,352.8239585
0.283932653,353.2171716
0.217371671,353.6103848
0.180443297,354.0035979
0.174553531,354.396811
0.201140108,354.7900242
0.257643657,355.1832373
0.327391794,355.5764505
0.38404115,355.9696636
0.430490432,356.3628767
0.491180072,356.7560899
0.573286871,357.149303
0.663920093,357.5425162
0.742674062,357.9357293
0.792128067,358.3289425
0.810299191,358.7221556
0.801714925,359.1153687
0.774510893,359.5085819
0.741740384,359.901795
0.714152769,360.2950082
0.693496428,360.6882213
0.674810687,361.0814344
0.658574299,361.4746476
0.649557049,361.8678607
0.651043654,362.2610739
0.66039372,362.654287
0.669251013,363.0475001
0.677640752,363.4407133
0.71249096,363.8339264
0.768000708,364.2271396
0.802923675,364.6203527
0.802126046,365.0135659
0.765421113,365.406779
0.696060244,365.7999921
0.597783055,366.1932053
0.474345933,366.5864184
0.329652667,366.9796316
0.167425509,367.3728447
-0.011137027,367.7660578
-0.20415939,368.159271
-0.3985254,368.5524841
-0.580880081,368.9456973
-0.741957076,369.3389104
-0.874390511,369.7321235
-0.97357786,370.1253367
-1.037022901,370.5185498
-1.06175802,370.911763
-1.044960928,371.3049761
-0.996982193,371.6981893
-0.955451691,372.0914024
-0.938512662,372.4846155
-0.932897637,372.8778287
-0.932098242,373.2710418
-0.934842869,373.664255
-0.941204737,374.0574681
-0.952074938,374.4506812
-0.970132457,374.8438944
-0.999868641,375.2371075
-1.032854645,375.6303207
-1.042297376,376.0235338
-1.012329148,376.4167469
-0.94707227,376.8099601
-0.860139591,377.2031732
-0.767926147,377.5963864
-0.689119423,377.9895995
-0.625950277,378.3828127
-0.567953079,378.7760258
-0.508905379,379.1692389
-0.44684587,379.5624521
-0.380890403,379.9556652
-0.308123864,380.3488784
-0.223046939,380.7420915
-0.126007789,381.1353046
-0.023103935,381.5285178
0.071869517,381.9217309
0.139941648,382.3149441
0.170047698,382.7081572
0.164868722,383.1013703
0.141990196,383.4945835
0.115353682,383.8877966
0.075953137,384.2810098
0.015297304,384.6742229
-0.063368149,385.0674361
-0.152626096,385.4606492
-0.240689134,385.8538623
-0.301527495,386.2470755
-0.315483742,386.6402886
-0.298458153,387.0335018
-0.273597396,387.4267149
-0.245111477,387.819928
-0.206104016,388.2131412
-0.155757352,388.6063543
-0.106519073,388.9995675
-0.07161629,389.3927806
-0.066001891,389.7859937
-0.101117553,390.1792069
-0.180497135,390.57242
-0.302914787,390.9656332
-0.449127736,391.3588463
-0.59012092,391.7520595
-0.701034779,392.1452726
-0.770255896,392.5384857
-0.800916069,392.9316989
-0.798670475,393.324912
-0.76790559,393.7181252
-0.713875124,394.1113383
-0.650928787,394.5045514
-0.607738858,394.8977646
-0.59515463,395.2909777
-0.595692734,395.6841909
-0.592151162,396.077404
-0.584333377,396.4706171
-0.582405379,396.8638303
-0.594315026,397.2570434
-0.623619568,397.6502566
-0.670870628,398.0434697
-0.733202868,398.4366829
-0.800348152,398.829896
-0.855360164,399.2231091
-0.892526449,399.6163223
-0.903081101,400.0095354
-0.87682392,400.4027486
-0.823025207,400.7959617
-0.753633055,401.1891748
-0.680523966,401.582388
-0.614696336,401.9756011
-0.566474477,402.3688143
-0.541793571,402.7620274
-0.530080032,403.1552405
-0.507760565,403.5484537
-0.464130339,403.9416668
-0.405449146,404.33488
-0.338590243,404.7280931
-0.273128386,405.1213063
-0.224626518,405.5145194
-0.205194971,405.9077325
-0.222715689,406.3009457
-0.279584405,406.6941588
-0.359940194,407.087372
-0.428826616,407.4805851
-0.448342998,407.8737982
-0.40757955,408.2670114
-0.328718161,408.6602245
-0.236368799,409.0534377
-0.158408685,409.4466508
-0.113996486,409.8398639
-0.108174123,410.2330771
-0.133868225,410.6262902
-0.173179138,411.0195034
-0.208684675,411.4127165
-0.234587506,411.8059297
-0.254899783,412.1991428
-0.2798837,412.5923559
-0.324833488,412.9855691
-0.399290824,413.3787822
-0.501281499,413.7719954
-0.623507408,414.1652085
-0.75214115,414.5584216
-0.865242664,414.9516348
-0.947144504,415.3448479
-0.996178151,415.7380611
-1.01987342,416.1312742
-1.031209222,416.5244873
-1.019160792,416.9177005
-0.971515325,417.3109136
-0.888912049,417.7041268
-0.772990103,418.0973399
-0.627329105,418.4905531
-0.463503225,418.8837662
-0.294604959,419.2769793
-0.133417226,419.6701925
0.009323641,420.0634056
0.127218067,420.4566188
0.217243804,420.8498319
0.279277682,421.243045
0.311116869,421.6362582
0.308710603,422.0294713
0.27012763,422.4226845
0.195882058,422.8158976
0.087934129,423.2091107
-0.050670364,423.6023239
-0.214049499,423.995537
-0.386219487,424.3887502
-0.536786948,424.7819633
-0.66132581,425.1751765
-0.763985062,425.5683896
-0.824690166,425.9616027
-0.830361024,426.3548159
-0.782032019,426.748029
-0.682018507,427.1412422
-0.54647019,427.5344553
-0.39837406,427.9276684
-0.253467661,428.3208816
-0.120661149,428.7140947
-0.0067721,429.1073079
0.079613698,429.500521
0.132093487,429.8937341
0.148556524,430.2869473
0.127468639,430.6801604
0.065508786,431.0733736
-0.033812752,431.4665867
-0.168620889,431.8597999
-0.336516386,432.253013
-0.527051442,432.6462261
-0.718279188,433.0394393
-0.881145261,433.4326524
-0.996619756,433.8258656
-1.065892219,434.2190787
-1.091127161,434.6122918
-1.070450414,435.005505
-1.012769352,435.3987181
-0.925565283,435.7919313
-0.810421254,436.1851444
-0.669530539,436.5783575
-0.505010205,436.9715707
-0.317061226,437.3647838
-0.113255853,437.757997
0.078111538,438.1512101
0.233402136,438.5444233
0.360188022,438.9376364
0.473934446,439.3308495
0.575785383,439.7240627
0.660135074,440.1172758
0.71371273,440.510489
0.720961568,440.9037021
0.674176944,441.2969152
0.574772745,441.6901284
0.432772463,442.0833415
0.266349741,442.4765547
0.092238928,442.8697678
-0.08761999,443.2629809
-0.271636508,443.6561941
-0.437832344,444.0494072
-0.561599875,444.4426204
-0.627379946,444.8358335
-0.628536667,445.2290467
-0.591836591,445.6222598
-0.555994738,446.0154729
-0.523558554,446.4086861
-0.474152302,446.8018992
-0.397073803,447.1951124
-0.288494231,447.5883255
-0.155527168,447.9815386
-0.014094339,448.3747518
0.124372528,448.7679649
0.255474096,449.1611781
0.375219445,449.5543912
0.478296892,449.9476043
0.559423635,450.3408175
0.615808165,450.7340306
0.652302066,451.1272438
0.691050614,451.5204569
0.757063748,451.9136701
0.82060228,452.3068832
0.853505718,452.7000963
0.84237645,453.0933095
0.780710749,453.4865226
0.685823338,453.8797358
0.581108158,454.2729489
0.481873017,454.666162
0.40071144,455.0593752
0.343370145,455.4525883
0.310141607,455.8458015
0.30202191,456.2390146
0.319622108,456.6322277
0.363687811,457.0254409
0.436693906,457.418654
0.53752491,457.8118672
0.651144147,458.2050803
0.758259806,458.5982935
0.845313951,458.9915066
0.900387885,459.3847197
0.901476291,459.7779329
0.819116443,460.171146
0.673464554,460.5643592
0.505115547,460.9575723
0.349537442,461.3507854
0.215966391,461.7439986
0.089988767,462.1372117
-0.039995626,462.5304249
-0.176294726,462.923638
-0.314671444,463.3168511
-0.449577829,463.7100643
-0.574366891,464.1032774
-0.670642073,464.4964906
-0.719931291,464.8897037
-0.715732998,465.2829169
-0.665077774,465.67613
-0.582148088,466.0693431
-0.479367917,466.4625563
-0.380418281,466.8557694
-0.305335346,467.2489826
-0.260297883,467.6421957
-0.234470508,468.0354088
-0.208710648,468.428622
-0.179661687,468.8218351
-0.161055478,469.2150483
-0.168108326,469.6082614
-0.20705798,470.0014745
-0.276951614,470.3946877
-0.375475608,470.7879008
-0.500024613,471.181114
-0.643965254,471.5743271
-0.784942617,471.9675403
-0.890812499,472.3607534
-0.955046524,472.7539665
-0.983876963,473.1471797
-0.981988936,473.5403928
-0.956914475,473.933606
-0.926007673,474.3268191
-0.9104259,474.7200322
-0.910943251,475.1132454
-0.919448418,475.5064585
-0.929251292,475.8996717
-0.926732219,476.2928848
-0.898409608,476.6860979
-0.837526333,477.0793111
-0.738741792,477.4725242
-0.604785155,477.8657374
-0.461514385,478.2589505
-0.340538167,478.6521637
-0.247299367,479.0453768
-0.175725532,479.4385899
-0.116644104,479.8318031
-0.062154497,480.2250162
-0.00905313,480.6182294
0.046247218,481.0114425
0.105023592,481.4046556
0.164286352,481.7978688
0.21901591,482.1910819
0.264824443,482.5842951
0.300008437,482.9775082
0.328647985,483.3707213
0.363209959,483.7639345
0.418540952,484.1571476
0.497334869,484.5503608
0.595338947,484.9435739
0.704792354,485.3367871
0.806483136,485.7300002
0.874231181,486.1232133
0.903192596,486.5164265
0.912016177,486.9096396
0.911587631,487.3028528
0.910457633,487.6960659
0.918471219,488.089279
0.931911923,488.4824922
0.928014576,488.8757053
0.888312316,489.2689185
0.804169285,489.6621316
0.68495724,490.0553447
0.556231675,490.4485579
0.438554893,490.841771
0.325270077,491.2349842
0.199888769,491.6281973
0.055288997,492.0214105
-0.099562782,492.4146236
-0.24687993,492.8078367
-0.382013504,493.2010499
-0.505306655,493.594263
-0.614707927,493.9874762
-0.698612575,494.3806893
-0.738296771,494.7739024
-0.732982268,495.1671156
-0.700369713,495.5603287
-0.66160884,495.9535419
-0.638066379,496.346755
-0.641655143,496.7399681
-0.668088984,497.1331813
-0.70414906,497.5263944
-0.728570236,497.9196076
-0.727801878,498.3128207
-0.713608016,498.7060339
-0.711268062,499.099247
-0.72770723,499.4924601
-0.755829725,499.8856733
-0.791979643,500.2788864
-0.834092997,500.6720996
-0.879909985,501.0653127
-0.925665318,501.4585258
-0.963679,501.851739
-0.981888216,502.2449521
-0.978015616,502.6381653
-0.970425128,503.0313784
-0.977143917,503.4245915
-1.000491731,503.8178047
-1.025909059,504.2110178
-1.034813483,504.604231
-1.015676563,504.9974441
-0.961285921,505.3906573
-0.864422825,505.7838704
-0.731188621,506.1770835
-0.590792966,506.5702967
-0.462311672,506.9635098
-0.353001803,507.356723
-0.266429974,507.7499361
-0.205900045,508.1431492
-0.176893047,508.5363624
-0.185092935,508.9295755
-0.219767251,509.3227887
-0.260579171,509.7160018
-0.297697052,510.1092149
-0.329190166,510.5024281
-0.355216046,510.8956412
-0.373573896,511.2888544
-0.373831882,511.6820675
-0.336972283,512.0752807
-0.25154126,512.4684938
-0.127037906,512.8617069
0.02192214,513.2549201
0.18546269,513.6481332
0.344621133,514.0413464
0.473781637,514.4345595
0.566050628,514.8277726
0.616263736,515.2209858
0.6289096,515.6141989
0.623340748,516.0074121
0.595841608,516.4006252
0.547245156,516.7938384
0.5033238,517.1870515
0.482044207,517.5802646
0.481072602,517.9734778
0.496431258,518.3666909
0.526194742,518.7599041
0.569636318,519.1531172
0.625879662,519.5463303
0.690898204,519.9395435
0.75375689,520.3327566
0.79678064,520.7259698
0.81429306,521.1191829
0.813081763,521.512396
0.793014292,521.9056092
0.742235136,522.2988223
0.654956848,522.6920355
0.535754216,523.0852486
0.400699696,523.4784618
0.259860237,523.8716749
0.100224893,524.264888
-0.072290723,524.6581012
-0.241174727,525.0513143
-0.399142142,525.4445275
-0.543490284,525.8377406
-0.670330319,526.2309537
-0.775706561,526.6241669
-0.857645655,527.01738
-0.917605326,527.4105932
-0.960649692,527.8038063
-0.992411857,528.1970194
-1.014921836,528.5902326
-1.026805398,528.9834457
-1.027041913,529.3766589
-1.020123603,529.769872
-1.012861672,530.1630852
-1.005701086,530.5562983
-0.996739299,530.9495114
-0.985452215,531.3427246
-0.974079993,531.7359377
-0.955549767,532.1291509
-0.924859527,532.522364
-0.888406082,532.9155771
-0.855333947,533.3087903
-0.823965228,533.7020034
-0.778928133,534.0952166
-0.709394691,534.4884297
-0.612859356,534.8816428
-0.489684327,535.274856
-0.34178618,535.6680691
-0.177093436,536.0612823
-0.009531292,536.4544954
0.147030738,536.8477086
0.280677489,537.2409217
0.379648753,537.6341348
0.432133835,538.027348
0.430714897,538.4205611
0.39495355,538.8137743
0.354676809,539.2069874
0.319197747,539.6002005
0.293875858,539.9934137
0.272306571,540.3866268
0.246337412,540.77984
0.220551907,541.1730531
0.212939636,541.5662662
0.242221798,541.9594794
0.309280511,542.3526925
0.393488001,542.7459057
0.472593803,543.1391188
0.532922115,543.532332
0.561287453,543.9255451
0.545980831,544.3187582
0.479846873,544.7119714
0.35785162,545.1051845
0.178177468,545.4983977
-0.047517056,545.8916108
-0.283651247,546.2848239
-0.479170772,546.6780371
-0.609775643,547.0712502
-0.680801664,547.4644634
-0.693465967,547.8576765
-0.649639923,548.2508896
-0.562659695,548.6441028
-0.45192011,549.0373159
-0.324245397,549.4305291
-0.174525925,549.8237422
-0.008688453,550.2169554
0.154750594,550.6101685
0.307320524,551.0033816
0.442385687,551.3965948
0.543258582,551.7898079
0.594593656,552.1830211
0.588515976,552.5762342
0.524963002,552.9694473
0.412496042,553.3626605
0.268822888,553.7558736
0.113545363,554.1490868
-0.046684107,554.5422999
-0.207628555,554.935513
-0.339153122,555.3287262
-0.420782147,555.7219393
-0.468321958,556.1151525
-0.514292144,556.5083656
-0.568813978,556.9015788
-0.617705622,557.2947919
-0.645285093,557.688005
-0.650244212,558.0812182
-0.637925785,558.4744313
-0.618763503,558.8676445
-0.608318202,559.2608576
-0.618052242,559.6540707
-0.64896322,560.0472839
-0.698358972,560.440497
-0.765398043,560.8337102
-0.845258387,561.2269233
-0.917066341,561.6201364
-0.960088682,562.0133496
-0.962544938,562.4065627
-0.907621814,562.7997759
-0.777634767,563.192989
-0.591120101,563.5862022
-0.383604645,563.9794153
-0.173631428,564.3726284
0.041894891,564.7658416
0.26664986,565.1590547
0.481990979,565.5522679
0.658730572,565.945481
0.778059226,566.3386941
0.842315461,566.7319073
0.866423794,567.1251204
0.860108753,567.5183336
0.829021689,567.9115467
0.778443853,568.3047598
0.714168639,568.697973
0.649522753,569.0911861
0.606297396,569.4843993
0.58920831,569.8776124
0.591821622,570.2708256
0.610886279,570.6640387
0.64637319,571.0572518
0.700444434,571.450465
0.776145945,571.8436781
0.87060364,572.2368913
0.967790889,572.6301044
1.041201297,573.0233175
1.059473018,573.4165307
1.012842965,573.8097438
0.916485804,574.202957
0.792029634,574.5961701
0.649398146,574.9893832
0.493110303,575.3825964
0.326668634,575.7758095
0.143805671,576.1690227
-0.058965179,576.5622358
-0.25768729,576.955449
-0.426991319,577.3486621
-0.553453521,577.7418752
-0.62906901,578.1350884
-0.649115576,578.5283015
-0.614129697,578.9215147
-0.531335904,579.3147278
-0.415210679,579.7079409
-0.288347773,580.1011541
-0.174488437,580.4943672
-0.08649083,580.8875804
-0.028537224,581.2807935
0.000129586,581.6740066
6.28E-05,582.0672198
-0.03400247,582.4604329
-0.107270672,582.8536461
-0.21636682,583.2468592
-0.353653788,583.6400724
-0.505852864,584.0332855
-0.646566784,584.4264986
-0.744230741,584.8197118
-0.791393629,585.2129249
-0.793015358,585.6061381
-0.758473674,585.9993512
-0.695699397,586.3925643
-0.614595753,586.7857775
-0.525684978,587.1789906
-0.432514243,587.5722038
-0.331913361,587.9654169
-0.221205952,588.35863
-0.100402231,588.7518432
0.030999213,589.1450563
0.174597459,589.5382695
0.317534293,589.9314826
0.432839284,590.3246958
0.502963841,590.7179089
0.527313718,591.111122
0.516694044,591.5043352
0.479607092,591.8975483
0.41763278,592.2907615
0.330154179,592.6839746
0.216288422,593.0771877
0.074919425,593.4704009
-0.091316886,593.863614
-0.273216552,594.2568272
-0.460885833,594.6500403
-0.642406411,595.0432534
-0.802002385,595.4364666
-0.926942968,595.8296797
-1.012515275,596.2228929
-1.058356999,596.616106
-1.066778759,597.0093192
-1.048029837,597.4025323
-1.0251226,597.7957454
-1.021701809,598.1889586
-1.043314157,598.5821717
-1.068728126,598.9753849
-1.070079275,599.368598
-1.030553554,599.7618111
-0.942782803,600.1550243
-0.815867356,600.5482374
-0.672722536,600.9414506
-0.531722842,601.3346637
-0.403532916,601.7278768
-0.29436377,602.12109
-0.208618432,602.5143031
-0.150842638,602.9075163
-0.123833517,603.3007294
-0.120266012,603.6939426
-0.126216279,604.0871557
-0.141089507,604.4803688
-0.175570059,604.873582
-0.237725131,605.2667951
-0.329561856,605.6600083
-0.445186975,606.0532214
-0.565205274,606.4464345
-0.661321951,606.8396477
-0.726105747,607.2328608
-0.761145072,607.626074
-0.748887736,608.0192871
-0.698370538,608.4125002
-0.629782648,608.8057134
-0.546918072,609.1989265
-0.448462633,609.5921397
-0.335489938,609.9853528
-0.210684582,610.378566
-0.07579636,610.7717791
0.071442276,611.1649922
0.237263479,611.5582054
0.415970931,611.9514185
0.583532352,612.3446317
0.72539346,612.7378448
0.839480479,613.1310579
0.925732036,613.5242711
0.985609683,613.9174842
1.024201934,614.3106974
1.039733484,614.7039105
1.023543873,615.0971236
0.983154404,615.4903368
0.934929048,615.8835499
0.876073285,616.2767631
0.815807235,616.6699762
0.76726183,617.0631894
0.737129838,617.4564025
0.728423346,617.8496156
0.73781166,618.2428288
0.749863196,618.6360419
0.74601632,619.0292551
0.71194316,619.4224682
0.637141961,619.8156813
0.530146142,620.2088945
0.419897927,620.6021076
0.325960575,620.9953208
0.25869953,621.3885339
0.224217568,621.781747
0.216583274,622.1749602
0.207921788,622.5681733
0.172128531,622.9613865
0.10507755,623.3545996
0.014524319,623.7478128
-0.085216326,624.1410259
-0.176064562,624.534239
-0.242083181,624.9274522
-0.273473404,625.3206653
-0.270859753,625.7138785
-0.246869077,626.1070916
-0.218224441,626.5003047
-0.189555004,626.8935179
-0.155594472,627.286731
-0.109678066,627.6799442
-0.037345209,628.0731573
0.072523482,628.4663704
0.207764164,628.8595836
0.340577055,629.2527967
0.466753355,629.6460099
0.581121244,630.039223
0.676393149,630.4324362
0.757412679,630.8256493
0.819411098,631.2188624
0.840036784,631.6120756
0.810903267,632.0052887
0.743363523,632.3985019
0.652344709,632.791715
0.542796343,633.1849281
0.416995073,633.5781413
0.2793039,633.9713544
0.135832325,634.3645676
-0.007695577,634.7577807
-0.150202392,635.1509938
-0.294343335,635.544207
-0.43759174,635.9374201
-0.577857388,636.3306333
-0.718814203,636.7238464
-0.856533767,637.1170596
-0.963497021,637.5102727
-1.029132602,637.9034858
-1.053041259,638.296699
-1.043929638,638.6899121
-1.027024732,639.0831253
-1.022122525,639.4763384
-1.021050745,639.8695515
-1.008228615,640.2627647
-0.978836133,640.6559778
-0.943076613,641.049191
-0.909546378,641.4424041
-0.881983051,641.8356172
-0.863376117,642.2288304
-0.858509874,642.6220435
-0.8704516,643.0152567
-0.885571788,643.4084698
-0.881616795,643.801683
-0.849906192,644.1948961
-0.788765675,644.5881092
-0.695934254,644.9813224
-0.583532515,645.3745355
-0.456861466,645.7677487
-0.317357408,646.1609618
-0.168027673,646.5541749
-0.011395988,646.9473881
0.15364977,647.3406012
0.329391713,647.7338144
0.511441392,648.1270275
0.683912941,648.5202406
0.830071859,648.9134538
0.94627541,649.3066669
1.032792726,649.6998801
1.08781825,650.0930932
1.10781582,650.4863064
1.094399544,650.8795195
1.059357593,651.2727326
1.0068731,651.6659458
0.928364353,652.0591589
0.82049699,652.4523721
0.694060206,652.8455852
0.559422697,653.2387983
0.434593423,653.6320115
0.330625584,654.0252246
0.253865442,654.4184378
0.195900258,654.8116509
0.146183461,655.204864
0.104965115,655.5980772
0.065904987,655.9912903
0.024286874,656.3845035
-0.018946817,656.7777166
-0.061911923,657.1709298
-0.105441486,657.5641429
-0.155731909,657.957356
-0.22440452,658.3505692
-0.324357359,658.7437823
-0.459295254,659.1369955
-0.610711934,659.5302086
-0.751422081,659.9234217
-0.856640413,660.3166349
-0.904030936,660.709848
-0.885013226,661.1030612
-0.803066302,661.4962743
-0.66509454,661.8894874
-0.482943896,662.2827006
-0.279508978,662.6759137
-0.067804731,663.0691269
0.147972451,663.46234
0.353719122,663.8555532
0.542518968,664.2487663
0.711071915,664.6419794
0.853973699,665.0351926
0.964950821,665.4284057
1.038363146,665.8216189
1.071117137,666.214832
1.066520033,666.6080451
1.039268305,667.0012583
1.004250068,667.3944714
0.961752492,667.7876846
0.91572953,668.1808977
0.87225419,668.5741108
0.835173001,668.967324
0.806188809,669.3605371
0.785640289,669.7537503
0.773006293,670.1469634
0.767388659,670.5401766
0.769370979,670.9333897
0.780670136,671.3266028
0.802715682,671.719816
0.841000746,672.1130291
0.901675025,672.5062423
0.971507372,672.8994554
1.016988222,673.2926685
1.019427054,673.6858817
0.979304087,674.0790948
0.90088662,674.472308
0.785916654,674.8655211
0.640269064,675.2587342
0.49021668,675.6519474
0.35206263,676.0451605
0.218696563,676.4383737
0.082680635,676.8315868
-0.057407196,677.2248
-0.198529893,677.6180131
-0.33508212,678.0112262
-0.460214542,678.4044394
-0.566744001,678.7976525
-0.647741265,679.1908657
-0.696890713,679.5840788
-0.711953136,679.9772919
-0.705059691,680.3705051
-0.704963809,680.7637182
-0.731495576,681.1569314
-0.774784475,681.5501445
-0.81993831,681.9433576
-0.859947284,682.3365708
-0.8889988,682.7297839
-0.899851105,683.1229971
-0.890057195,683.5162102
-0.87599075,683.9094234
-0.871439876,684.3026365
-0.876846753,684.6958496
-0.889037859,685.0890628
-0.904911013,685.4822759
-0.922057905,685.8754891
-0.938707659,686.2687022
-0.953492448,686.6619153
-0.965193448,687.0551285
-0.972984095,687.4483416
-0.978777338,687.8415548
-0.988965479,688.2347679
-0.99923518,688.627981
-0.992164972,689.0211942
-0.975340213,689.4144073
-0.959659331,689.8076205
-0.947229827,690.2008336
-0.938327936,690.5940468
-0.933242156,690.9872599
-0.930462346,691.380473
-0.930281974,691.7736862
-0.939220631,692.1668993
-0.955409503,692.5601125
-0.965071607,692.9533256
-0.954358421,693.3465387
-0.925208861,693.7397519
-0.893921411,694.132965
-0.869620351,694.5261782
-0.853048172,694.9193913
-0.839389014,695.3126044
-0.820016633,695.7058176
-0.782191531,696.0990307
-0.7064391,696.4922439
-0.584679414,696.885457
-0.441229506,697.2786702
-0.293006609,697.6718833
-0.151099925,698.0650964
-0.027919932,698.4583096
0.069609711,698.8515227
0.145435399,699.2447359
0.209620965,699.637949
0.271148688,700.0311621
0.343660225,700.4243753
0.448152899,700.8175884
0.587076896,701.2108016
0.708202857,701.6040147
0.765528239,701.9972278
0.757320433,702.390441
0.696833869,702.7836541
0.599917239,703.1768673
0.481491463,703.5700804
0.353403401,703.9632936
0.222387502,704.3565067
0.087184579,704.7497198
-0.060639222,705.142933
-0.228729896,705.5361461
-0.419302227,705.9293593
-0.62606168,706.3225724
-0.813076764,706.7157855
-0.938017805,707.1089987
-1.007522357,707.5022118
-1.034368143,707.895425
-1.019425146,708.2886381
-0.966115168,708.6818512
-0.900246062,709.0750644
-0.866453855,709.4682775
-0.868940993,709.8614907
-0.881356469,710.2547038
-0.881376578,710.647917
-0.857559727,711.0411301
-0.80616964,711.4343432
-0.727123432,711.8275564
-0.621807768,712.2207695
-0.495575489,712.6139827
-0.35988815,713.0071958
-0.218330252,713.4004089
-0.06859671,713.7936221
0.094654932,714.1868352
0.283082313,714.5800484
0.482873026,714.9732615
0.656076781,715.3664746
0.798123866,715.7596878
0.911383533,716.1529009
0.98735818,716.5461141
1.018105066,716.9393272
1.008405832,717.3325404
0.974519482,717.7257535
0.936626095,718.1189666
0.906535706,718.5121798
0.886523109,718.9053929
0.877630072,719.2986061
0.881628333,719.6918192
0.893467641,720.0850323
0.896629796,720.4782455
0.878176244,720.8714586
0.851387183,721.2646718
0.837278972,721.6578849
0.827166691,722.051098
0.809455427,722.4443112
0.777808362,722.8375243
0.729010194,723.2307375
0.660586846,723.6239506
0.568925031,724.0171638
0.450535289,724.4103769
0.307731282,724.80359
0.145872452,725.1968032
-0.015274696,725.5900163
-0.163168939,725.9832295
-0.297771827,726.3764426
-0.420190269,726.7696557
-0.53045926,727.1628689
-0.630843555,727.556082
-0.728646367,727.9492952
-0.828073871,728.3425083
-0.916492234,728.7357214
-0.967183659,729.1289346
-0.964955338,729.5221477
-0.92069182,729.9153609
-0.834778036,730.308574
-0.704627165,730.7017872
-0.535660395,731.0950003
-0.347664704,731.4882134
-0.167950261,731.8814266
-0.017659093,732.2746397
0.087827003,732.6678529
0.141857123,733.061066
0.170425537,733.4542791
0.186995717,733.8474923
0.190571484,734.2407054
0.181689982,734.6339186
0.156944745,735.0271317
0.106178987,735.4203448
0.022010948,735.813558
-0.091627981,736.2067711
-0.218116326,736.5999843
-0.333619643,736.9931974
-0.421986625,737.3864106
-0.48094098,737.7796237
-0.514242717,738.1728368
-0.530421221,738.56605
-0.545849875,738.9592631
-0.581396913,739.3524763
-0.648661172,739.7456894
-0.742147197,740.1389025
-0.844657188,740.5321157
-0.928725458,740.9253288
-0.959753502,741.318542
-0.922809625,741.7117551
-0.821069798,742.1049682
-0.677766098,742.4981814
-0.524337589,742.8913945
-0.383060713,743.2846077
-0.261679609,743.6778208
-0.157989584,744.071034
-0.069147653,744.4642471
0.001316806,744.8574602
0.046492323,745.2506734
0.066762141,745.6438865
0.068633428,746.0370997
0.058101059,746.4303128
0.039896109,746.8235259
0.019627848,747.2167391
0.00586758,747.6099522
0.011838705,748.0031654
0.055404068,748.3963785
0.150393625,748.7895916
0.273795142,749.1828048
0.392034118,749.5760179
0.48444794,749.9692311
0.530509458,750.3624442
0.521738526,750.7556574
0.458147674,751.1488705
0.346983554,751.5420836
0.21135067,751.9352968
0.070600552,752.3285099
-0.063479151,752.7217231
-0.17575847,753.1149362
-0.249615067,753.5081493
-0.279200347,753.9013625
-0.272680505,754.2945756
-0.243339331,754.6877888
-0.199304566,755.0810019
-0.143924712,755.474215
-0.079358078,755.8674282
-0.01107165,756.2606413
0.043097889,756.6538545
0.048268622,757.0470676
-0.005598224,757.4402808
-0.103545046,757.8334939
-0.229263115,758.226707
-0.371897372,758.6199202
-0.525021123,759.0131333
-0.669349036,759.4063465
-0.782598606,759.7995596
-0.861691602,760.1927727
-0.909853082,760.5859859
-0.914439199,760.979199
-0.862781833,761.3724122
-0.761898738,761.7656253
-0.630181909,762.1588384
-0.48114714,762.5520516
-0.319135133,762.9452647
